accident_id,accident_date,accident_time,latitude,longitude,severity,weather,light_conditions,road_type,city,state
A01302,2024-10-19,01:00,26.854654917682396,80.9267300443858,2,Clear,Night,Tunnel Road,Lucknow,Uttar Pradesh
A01303,2024-07-08,07:00,22.54434554935658,88.37314382393008,2,Sunny,Night,Curvy Road,Kolkata,West Bengal
A01304,2024-02-11,23:00,19.079610753244516,72.82015180925289,3,Cloudy,Night,Tunnel Road,Mumbai,Maharashtra
A01305,2024-08-14,21:00,19.054799926877806,72.89928798492875,1,Cloudy,Daylight,Crossroad,Mumbai,Maharashtra
A01306,2024-08-11,00:00,19.099076500786854,72.86219821871333,2,Clear,Daylight,Curvy Road,Mumbai,Maharashtra
A01307,2024-02-29,19:00,19.02604624111088,72.81764779497571,1,Rainy,Daylight,Tunnel Road,Mumbai,Maharashtra
A01308,2024-01-24,19:00,26.884487308654144,75.75587764548122,3,Cloudy,Night,Crossroad,Jaipur,Rajasthan
A01309,2024-04-09,06:00,28.643697618839816,77.22303155850929,3,Fog,Night,Market Road,Delhi,Delhi
A01310,2024-07-30,20:00,17.331955292647404,78.4776797691867,2,Cloudy,Night,Market Road,Hyderabad,Telangana
A01311,2024-01-12,13:00,17.32030663868985,78.47556227887989,3,Clear,Sunset,Highway,Hyderabad,Telangana
A01312,2024-10-21,03:00,13.087406518132264,80.29754726603848,3,Fog,Sunset,Curvy Road,Chennai,Tamil Nadu
A01313,2024-03-19,15:00,12.977181581132308,77.63367793434875,3,Sunny,Sunset,Market Road,Bengaluru,Karnataka
A01314,2024-02-22,17:00,13.0792028596064,80.27712506823396,2,Rainy,Night,Market Road,Chennai,Tamil Nadu
A01315,2024-11-08,03:00,18.53387499665704,73.83223497710071,3,Cloudy,Sunset,Crossroad,Pune,Maharashtra
A01316,2024-02-13,08:00,26.842114350245573,80.95920687380575,3,Fog,Night,Curvy Road,Lucknow,Uttar Pradesh
A01317,2024-12-02,09:00,19.126499437277825,72.88948305089154,1,Clear,Night,Highway,Mumbai,Maharashtra
A01318,2024-04-24,16:00,17.374995682497197,78.44409751050932,2,Rainy,Night,Market Road,Hyderabad,Telangana
A01319,2024-12-08,05:00,22.580464858813222,88.36028749857941,3,Cloudy,Night,Curvy Road,Kolkata,West Bengal
A01320,2024-07-09,09:00,26.927221200576373,75.82788826143312,3,Cloudy,Night,Crossroad,Jaipur,Rajasthan
A01321,2024-09-21,17:00,28.570013481867818,77.22194379873181,1,Clear,Night,Market Road,Delhi,Delhi
A01322,2024-04-08,01:00,18.53323009159266,73.83974637217852,1,Fog,Daylight,Curvy Road,Pune,Maharashtra
A01323,2024-11-05,21:00,22.55007957038845,88.37933131409842,3,Rainy,Daylight,Market Road,Kolkata,West Bengal
A01324,2024-07-18,23:00,26.847719153411507,80.98188301411285,3,Fog,Daylight,Highway,Lucknow,Uttar Pradesh
A01325,2024-01-29,14:00,13.007133042191178,77.58816014534956,3,Cloudy,Daylight,Highway,Bengaluru,Karnataka
A01326,2024-12-19,04:00,22.592611964181852,88.31754830777781,3,Sunny,Daylight,Market Road,Kolkata,West Bengal
A01327,2024-07-19,11:00,18.536410857440185,73.90148857868262,3,Rainy,Daylight,Market Road,Pune,Maharashtra
A01328,2024-08-10,18:00,17.388562446601192,78.46131708395981,2,Clear,Sunset,Crossroad,Hyderabad,Telangana
A01329,2024-07-29,03:00,17.381786110954774,78.46545373007339,2,Sunny,Daylight,Tunnel Road,Hyderabad,Telangana
A01330,2024-04-11,04:00,12.925433322287644,77.58899746800498,2,Rainy,Daylight,Crossroad,Bengaluru,Karnataka
A01331,2024-08-01,14:00,19.035910244404526,72.8454377962366,3,Rainy,Daylight,Ring Road,Mumbai,Maharashtra
A01332,2024-12-08,12:00,26.88171653199913,80.9938534152872,3,Sunny,Daylight,Crossroad,Lucknow,Uttar Pradesh
A01333,2024-11-21,13:00,12.96031523243717,77.5439174603156,3,Rainy,Night,Market Road,Bengaluru,Karnataka
A01334,2024-05-19,20:00,22.584048282841735,88.39462439119401,3,Clear,Night,Ring Road,Kolkata,West Bengal
A01335,2024-12-28,19:00,26.840282206009462,80.91689162781854,1,Clear,Night,Curvy Road,Lucknow,Uttar Pradesh
A01336,2024-10-29,18:00,26.935521897405415,75.83987326149425,3,Sunny,Night,Curvy Road,Jaipur,Rajasthan
A01337,2024-09-29,12:00,26.83589220295418,80.89729005066333,3,Cloudy,Daylight,Highway,Lucknow,Uttar Pradesh
A01338,2024-01-02,14:00,22.54172101495157,88.4076357753957,3,Sunny,Night,Curvy Road,Kolkata,West Bengal
A01339,2024-05-19,06:00,19.079195310216406,72.88867095572654,3,Rainy,Daylight,Tunnel Road,Mumbai,Maharashtra
A01340,2024-04-28,12:00,13.107971810705711,80.33275306021564,3,Clear,Night,Curvy Road,Chennai,Tamil Nadu
A01341,2024-02-15,18:00,19.088669743923496,72.84384096456863,1,Cloudy,Daylight,Tunnel Road,Mumbai,Maharashtra
A01342,2024-10-19,19:00,22.534512020659296,88.34471683657985,3,Cloudy,Sunset,Ring Road,Kolkata,West Bengal
A01343,2024-03-16,23:00,18.526758740810045,73.83575339036335,3,Rainy,Sunset,Curvy Road,Pune,Maharashtra
A01344,2024-05-11,11:00,18.544331593887826,73.81750361959462,3,Fog,Daylight,Market Road,Pune,Maharashtra
A01345,2024-05-08,21:00,23.075034067922434,72.55407793423312,2,Cloudy,Sunset,Ring Road,Ahmedabad,Gujarat
A01346,2024-08-23,18:00,17.355963843295925,78.49236531939951,3,Cloudy,Night,Ring Road,Hyderabad,Telangana
A01347,2024-06-06,10:00,12.937154319259424,77.61876373590712,3,Sunny,Daylight,Curvy Road,Bengaluru,Karnataka
A01348,2024-04-30,16:00,18.509076785291427,73.82969516299471,3,Fog,Daylight,Tunnel Road,Pune,Maharashtra
A01349,2024-02-11,04:00,17.39522644978385,78.509011474612,3,Rainy,Sunset,Highway,Hyderabad,Telangana
A01350,2024-06-20,12:00,26.808814057388155,80.90931421246349,1,Rainy,Sunset,Market Road,Lucknow,Uttar Pradesh
A01351,2024-09-25,14:00,22.559946462920152,88.3300573630005,3,Cloudy,Night,Highway,Kolkata,West Bengal
A01352,2024-06-23,03:00,26.89267141147763,80.95881610117712,2,Clear,Daylight,Crossroad,Lucknow,Uttar Pradesh
A01353,2024-03-11,02:00,22.580818912687587,88.35285045030531,3,Fog,Sunset,Ring Road,Kolkata,West Bengal
A01354,2024-08-22,10:00,19.125334023000498,72.88717576959677,3,Clear,Daylight,Crossroad,Mumbai,Maharashtra
A01355,2024-11-05,08:00,26.762585528899262,80.91430336277607,3,Cloudy,Sunset,Tunnel Road,Lucknow,Uttar Pradesh
A01356,2024-02-08,21:00,26.8716983585131,80.96414465742394,3,Clear,Night,Crossroad,Lucknow,Uttar Pradesh
A01357,2024-05-29,22:00,13.022690031712354,80.26753766227566,3,Clear,Daylight,Crossroad,Chennai,Tamil Nadu
A01358,2024-03-23,12:00,17.416029582492055,78.43503695125979,2,Cloudy,Night,Highway,Hyderabad,Telangana
A01359,2024-05-07,08:00,26.901400266831587,75.78412582022737,3,Rainy,Night,Crossroad,Jaipur,Rajasthan
A01360,2024-02-02,23:00,22.57125838719472,88.30561237298453,3,Rainy,Sunset,Curvy Road,Kolkata,West Bengal
A01361,2024-08-12,14:00,12.922542174181382,77.59653131619682,3,Cloudy,Night,Curvy Road,Bengaluru,Karnataka
A01362,2024-10-03,11:00,13.074002487424085,80.29192135725427,2,Sunny,Night,Market Road,Chennai,Tamil Nadu
A01363,2024-04-03,23:00,19.08993238527306,72.85347965563953,2,Cloudy,Daylight,Highway,Mumbai,Maharashtra
A01364,2024-05-30,10:00,19.09487792349032,72.88750922160288,3,Fog,Daylight,Market Road,Mumbai,Maharashtra
A01365,2024-03-07,23:00,13.088613550053681,80.27632913563093,3,Clear,Daylight,Tunnel Road,Chennai,Tamil Nadu
A01366,2024-08-03,19:00,26.906299252094943,75.80085454769487,3,Clear,Daylight,Ring Road,Jaipur,Rajasthan
A01367,2024-09-30,21:00,26.84823033319159,75.78140461256721,3,Rainy,Daylight,Market Road,Jaipur,Rajasthan
A01368,2024-02-11,00:00,17.354747009384067,78.44080753134988,3,Sunny,Daylight,Highway,Hyderabad,Telangana
A01369,2024-08-28,16:00,28.66382576164352,77.19471812326667,2,Rainy,Daylight,Ring Road,Delhi,Delhi
A01370,2024-06-02,04:00,19.061067691237316,72.91108317553446,3,Rainy,Night,Curvy Road,Mumbai,Maharashtra
A01371,2024-05-20,20:00,19.116123023237463,72.87206488401155,3,Cloudy,Sunset,Crossroad,Mumbai,Maharashtra
A01372,2024-12-28,23:00,23.055300770986918,72.53880240473792,3,Fog,Daylight,Highway,Ahmedabad,Gujarat
A01373,2024-02-13,18:00,22.978935741937494,72.51784204856475,2,Fog,Night,Crossroad,Ahmedabad,Gujarat
A01374,2024-05-31,09:00,26.895719399335256,75.77330354661385,2,Clear,Night,Curvy Road,Jaipur,Rajasthan
A01375,2024-09-21,06:00,23.03220948324466,72.55693072919306,2,Sunny,Night,Curvy Road,Ahmedabad,Gujarat
A01376,2024-02-09,23:00,13.057549143599976,80.2343202860213,3,Sunny,Daylight,Market Road,Chennai,Tamil Nadu
A01377,2024-09-09,11:00,13.08229490266221,80.23749801036813,2,Rainy,Daylight,Ring Road,Chennai,Tamil Nadu
A01378,2024-08-23,15:00,19.07292843117124,72.87228689088141,2,Fog,Daylight,Tunnel Road,Mumbai,Maharashtra
A01379,2024-07-05,09:00,19.03606681703776,72.86531233564969,3,Rainy,Night,Curvy Road,Mumbai,Maharashtra
A01380,2024-05-02,18:00,13.060773752204595,80.25978692935881,3,Fog,Daylight,Ring Road,Chennai,Tamil Nadu
A01381,2024-11-17,21:00,19.083345176123,72.91595617209298,2,Fog,Night,Ring Road,Mumbai,Maharashtra
A01382,2024-01-22,22:00,13.100090803921098,80.27925778836027,3,Cloudy,Night,Curvy Road,Chennai,Tamil Nadu
A01383,2024-05-14,08:00,22.992469713665518,72.6023956959309,3,Fog,Night,Tunnel Road,Ahmedabad,Gujarat
A01384,2024-03-19,03:00,13.017786319630693,77.58177165807211,3,Clear,Night,Crossroad,Bengaluru,Karnataka
A01385,2024-03-14,11:00,17.44323618024798,78.48947137448177,2,Cloudy,Sunset,Highway,Hyderabad,Telangana
A01386,2024-12-29,00:00,12.948805936040367,77.57329953671325,3,Rainy,Daylight,Ring Road,Bengaluru,Karnataka
A01387,2024-08-29,13:00,13.09533742136073,80.29610519836407,2,Clear,Sunset,Ring Road,Chennai,Tamil Nadu
A01388,2024-10-22,19:00,23.030282998901548,72.5578085073683,3,Sunny,Daylight,Highway,Ahmedabad,Gujarat
A01389,2024-07-31,21:00,28.649832500827266,77.23527400780301,3,Clear,Sunset,Market Road,Delhi,Delhi
A01390,2024-10-03,20:00,26.8252305730755,80.97492259843477,2,Cloudy,Sunset,Curvy Road,Lucknow,Uttar Pradesh
A01391,2024-01-05,20:00,12.986596028097242,77.57096238262699,3,Fog,Daylight,Tunnel Road,Bengaluru,Karnataka
A01392,2024-04-11,09:00,22.575502647553165,88.31545750413126,3,Cloudy,Night,Ring Road,Kolkata,West Bengal
A01393,2024-08-15,15:00,22.54909650777299,88.42177274203655,3,Cloudy,Night,Crossroad,Kolkata,West Bengal
A01394,2024-01-25,07:00,26.91067345589286,75.77009457938439,3,Rainy,Sunset,Crossroad,Jaipur,Rajasthan
A01395,2024-12-23,18:00,18.53817811335205,73.86819492069645,3,Rainy,Daylight,Crossroad,Pune,Maharashtra
A01396,2024-06-06,20:00,28.62382601085219,77.23149299885468,3,Fog,Sunset,Market Road,Delhi,Delhi
A01397,2024-06-22,15:00,17.403277164926696,78.47674405414534,3,Rainy,Sunset,Crossroad,Hyderabad,Telangana
A01398,2024-12-18,17:00,26.84756088341093,75.80177601129463,3,Clear,Sunset,Highway,Jaipur,Rajasthan
A01399,2024-02-27,21:00,19.064148594434915,72.88697140505073,2,Cloudy,Night,Tunnel Road,Mumbai,Maharashtra
A01400,2024-12-14,05:00,26.845824819023203,80.95037958892189,3,Sunny,Night,Ring Road,Lucknow,Uttar Pradesh
A01401,2024-09-13,10:00,28.603812517167796,77.22632322998258,2,Sunny,Daylight,Ring Road,Delhi,Delhi
A01402,2024-08-13,20:00,22.554902538112504,88.37383116708452,2,Sunny,Daylight,Crossroad,Kolkata,West Bengal
A01403,2024-03-26,03:00,19.02550866330315,72.91127000697621,3,Clear,Daylight,Highway,Mumbai,Maharashtra
A01404,2024-06-23,21:00,13.071377971078396,80.26536060753503,3,Sunny,Night,Market Road,Chennai,Tamil Nadu
A01405,2024-05-25,16:00,26.922618669847143,75.84960161053928,2,Rainy,Night,Market Road,Jaipur,Rajasthan
A01406,2024-02-02,10:00,12.968010232925806,77.64002842207161,3,Sunny,Sunset,Market Road,Bengaluru,Karnataka
A01407,2024-01-09,21:00,13.092834777477961,80.28143783099955,2,Clear,Daylight,Tunnel Road,Chennai,Tamil Nadu
A01408,2024-06-05,18:00,26.788833690516118,80.92994910578732,3,Rainy,Night,Highway,Lucknow,Uttar Pradesh
A01409,2024-10-07,11:00,26.8945583677906,75.84263664088597,3,Cloudy,Night,Crossroad,Jaipur,Rajasthan
A01410,2024-05-09,21:00,26.819902515074446,80.94517456013509,2,Clear,Daylight,Tunnel Road,Lucknow,Uttar Pradesh
A01411,2024-08-29,07:00,22.539506508268413,88.35073376552745,2,Sunny,Daylight,Tunnel Road,Kolkata,West Bengal
A01412,2024-04-23,08:00,19.06238165318186,72.90520793702184,2,Cloudy,Night,Crossroad,Mumbai,Maharashtra
A01413,2024-09-08,23:00,13.06876584180431,80.29612740954629,2,Cloudy,Daylight,Ring Road,Chennai,Tamil Nadu
A01414,2024-11-30,16:00,26.938282637758583,75.76239788514613,2,Rainy,Sunset,Highway,Jaipur,Rajasthan
A01415,2024-01-01,01:00,22.565467417858336,88.39924712003256,3,Clear,Sunset,Curvy Road,Kolkata,West Bengal
A01416,2024-09-22,08:00,13.061915561758498,80.25764573371794,1,Sunny,Night,Tunnel Road,Chennai,Tamil Nadu
A01417,2024-03-22,05:00,13.096638975353988,80.26858733705163,3,Clear,Night,Ring Road,Chennai,Tamil Nadu
A01418,2024-10-07,12:00,18.508951067137602,73.87890376992316,3,Clear,Night,Ring Road,Pune,Maharashtra
A01419,2024-11-22,09:00,18.555299762000253,73.88525344980971,2,Clear,Daylight,Crossroad,Pune,Maharashtra
A01420,2024-02-08,05:00,19.119730935059398,72.88157697296081,2,Clear,Daylight,Crossroad,Mumbai,Maharashtra
A01421,2024-05-12,06:00,19.064812910094457,72.89539554917974,2,Fog,Sunset,Crossroad,Mumbai,Maharashtra
A01422,2024-10-19,06:00,17.42800900826454,78.43091010878351,3,Cloudy,Daylight,Tunnel Road,Hyderabad,Telangana
A01423,2024-01-04,17:00,13.016169773655424,77.56655480994283,2,Clear,Daylight,Highway,Bengaluru,Karnataka
A01424,2024-03-12,05:00,13.086319042826805,80.30202075388328,2,Fog,Night,Crossroad,Chennai,Tamil Nadu
A01425,2024-05-06,17:00,18.47563693948564,73.8955562121801,3,Fog,Daylight,Tunnel Road,Pune,Maharashtra
A01426,2024-01-05,09:00,22.56133766285518,88.35619212903046,3,Fog,Night,Crossroad,Kolkata,West Bengal
A01427,2024-12-25,03:00,22.574576748258067,88.41385427147631,3,Clear,Daylight,Market Road,Kolkata,West Bengal
A01428,2024-03-19,23:00,17.343119848024788,78.49760899699484,2,Fog,Night,Market Road,Hyderabad,Telangana
A01429,2024-09-10,18:00,28.55856915013338,77.18548448246037,3,Clear,Sunset,Curvy Road,Delhi,Delhi
A01430,2024-12-20,12:00,17.41437779232861,78.47921033385343,2,Rainy,Daylight,Curvy Road,Hyderabad,Telangana
A01431,2024-09-10,10:00,26.914838548410952,75.77407710064607,3,Rainy,Daylight,Market Road,Jaipur,Rajasthan
A01432,2024-01-27,10:00,12.968519684930213,77.5723138193107,2,Cloudy,Daylight,Tunnel Road,Bengaluru,Karnataka
A01433,2024-03-21,05:00,12.9359317664584,77.60785281948948,2,Rainy,Sunset,Crossroad,Bengaluru,Karnataka
A01434,2024-03-26,16:00,13.07755667926569,80.2417397838142,3,Rainy,Night,Highway,Chennai,Tamil Nadu
A01435,2024-10-15,05:00,12.93291499790828,77.58555260576627,2,Sunny,Daylight,Tunnel Road,Bengaluru,Karnataka
A01436,2024-05-11,00:00,23.001193347787847,72.53507660678005,3,Rainy,Night,Market Road,Ahmedabad,Gujarat
A01437,2024-01-24,00:00,22.55377379991768,88.30229540354033,3,Fog,Daylight,Crossroad,Kolkata,West Bengal
A01438,2024-08-12,07:00,12.984127552463104,77.55136694896002,3,Rainy,Night,Highway,Bengaluru,Karnataka
A01439,2024-06-11,23:00,26.86011650404671,80.93671315480069,3,Fog,Night,Crossroad,Lucknow,Uttar Pradesh
A01440,2024-05-21,05:00,28.589101354464585,77.21617696500701,3,Sunny,Night,Curvy Road,Delhi,Delhi
A01441,2024-12-17,18:00,13.14739048895188,80.25927916128616,1,Clear,Night,Highway,Chennai,Tamil Nadu
A01442,2024-04-11,06:00,17.37031757296517,78.40434101338982,2,Fog,Daylight,Ring Road,Hyderabad,Telangana
A01443,2024-01-20,02:00,19.070485082590398,72.85619377187864,2,Rainy,Night,Market Road,Mumbai,Maharashtra
A01444,2024-01-09,15:00,22.60279449989971,88.37344154644536,3,Clear,Daylight,Crossroad,Kolkata,West Bengal
A01445,2024-02-07,11:00,17.378517497246214,78.46863383920847,3,Clear,Night,Curvy Road,Hyderabad,Telangana
A01446,2024-01-01,21:00,12.980713934460823,77.52108170967266,3,Sunny,Night,Tunnel Road,Bengaluru,Karnataka
A01447,2024-12-24,09:00,12.934724672832868,77.65575624185867,3,Clear,Night,Highway,Bengaluru,Karnataka
A01448,2024-02-07,06:00,18.43634265291536,73.86972790949767,3,Rainy,Daylight,Tunnel Road,Pune,Maharashtra
A01449,2024-01-22,10:00,28.63813419375636,77.20783027190842,3,Clear,Daylight,Curvy Road,Delhi,Delhi
A01450,2024-10-30,22:00,13.088165118831364,80.29745632903712,3,Sunny,Night,Tunnel Road,Chennai,Tamil Nadu
A01451,2024-07-23,08:00,26.820804308634994,81.00740401657991,3,Rainy,Daylight,Highway,Lucknow,Uttar Pradesh
A01452,2024-11-23,19:00,17.38295392409002,78.44449841702321,3,Sunny,Daylight,Highway,Hyderabad,Telangana
A01453,2024-06-20,05:00,23.044542457872232,72.52753313082437,3,Sunny,Daylight,Highway,Ahmedabad,Gujarat
A01454,2024-10-26,03:00,22.58204915614666,88.37034948452364,3,Sunny,Daylight,Ring Road,Kolkata,West Bengal
A01455,2024-03-06,00:00,22.99708786681314,72.57205176745262,3,Fog,Sunset,Highway,Ahmedabad,Gujarat
A01456,2024-02-22,18:00,12.992412557621204,77.61559447169316,3,Clear,Night,Tunnel Road,Bengaluru,Karnataka
A01457,2024-05-31,14:00,17.42549473377614,78.56055085051554,3,Sunny,Night,Crossroad,Hyderabad,Telangana
A01458,2024-05-22,19:00,12.977215520824657,77.58648119760379,3,Clear,Daylight,Crossroad,Bengaluru,Karnataka
A01459,2024-07-18,04:00,28.583823631028316,77.245584790677,3,Clear,Night,Highway,Delhi,Delhi
A01460,2024-03-21,07:00,26.904367165918632,75.71424203284026,3,Sunny,Night,Ring Road,Jaipur,Rajasthan
A01461,2024-04-08,04:00,18.534173640242287,73.81644153587473,3,Fog,Sunset,Crossroad,Pune,Maharashtra
A01462,2024-07-18,14:00,26.872351052045925,80.9544199778679,2,Rainy,Night,Market Road,Lucknow,Uttar Pradesh
A01463,2024-01-13,18:00,19.093220956276433,72.87508180769322,2,Fog,Night,Market Road,Mumbai,Maharashtra
A01464,2024-11-28,11:00,17.37762013984933,78.50010110832427,3,Clear,Daylight,Curvy Road,Hyderabad,Telangana
A01465,2024-06-01,17:00,13.062471418703444,80.2041884282486,1,Cloudy,Daylight,Crossroad,Chennai,Tamil Nadu
A01466,2024-10-21,01:00,23.0181398086207,72.56312155218937,3,Rainy,Night,Curvy Road,Ahmedabad,Gujarat
A01467,2024-01-28,13:00,18.54761053891009,73.8722026508097,3,Rainy,Night,Curvy Road,Pune,Maharashtra
A01468,2024-07-12,12:00,23.051751026208613,72.55871382993998,3,Fog,Daylight,Highway,Ahmedabad,Gujarat
A01469,2024-12-20,07:00,13.110391344816804,80.28288282056546,2,Rainy,Sunset,Ring Road,Chennai,Tamil Nadu
A01470,2024-05-01,16:00,19.093174142353394,72.89722897036339,2,Rainy,Night,Highway,Mumbai,Maharashtra
A01471,2024-09-16,20:00,22.558061143061998,88.36820252892045,3,Rainy,Night,Highway,Kolkata,West Bengal
A01472,2024-09-10,06:00,23.045706731186204,72.55652882160275,1,Cloudy,Sunset,Ring Road,Ahmedabad,Gujarat
A01473,2024-01-15,16:00,28.64258948118374,77.25338928087827,1,Rainy,Night,Ring Road,Delhi,Delhi
A01474,2024-10-18,21:00,17.32758249902411,78.54795134474244,1,Clear,Daylight,Ring Road,Hyderabad,Telangana
A01475,2024-01-07,14:00,26.92907186624738,75.78878604648628,2,Rainy,Sunset,Curvy Road,Jaipur,Rajasthan
A01476,2024-02-09,20:00,26.916149015723754,75.75102555601363,2,Cloudy,Night,Highway,Jaipur,Rajasthan
A01477,2024-03-27,07:00,19.035261089689087,72.88302252465394,2,Rainy,Daylight,Market Road,Mumbai,Maharashtra
A01478,2024-12-24,03:00,18.51234886118123,73.86739888848305,3,Rainy,Daylight,Market Road,Pune,Maharashtra
A01479,2024-05-23,21:00,19.118810267080974,72.88884203257797,3,Clear,Night,Curvy Road,Mumbai,Maharashtra
A01480,2024-10-05,03:00,22.98601971684975,72.59712841035957,3,Rainy,Daylight,Highway,Ahmedabad,Gujarat
A01481,2024-02-09,19:00,18.545077187636014,73.8173536810189,3,Rainy,Daylight,Curvy Road,Pune,Maharashtra
A01482,2024-09-19,07:00,26.805255670086567,80.90223478612928,3,Cloudy,Night,Crossroad,Lucknow,Uttar Pradesh
A01483,2024-03-12,08:00,22.568601638543125,88.37006459282681,2,Rainy,Night,Ring Road,Kolkata,West Bengal
A01484,2024-07-14,23:00,13.050019720868638,80.3039533380517,3,Sunny,Night,Market Road,Chennai,Tamil Nadu
A01485,2024-09-30,11:00,22.55189591004247,88.35681626950074,3,Fog,Sunset,Market Road,Kolkata,West Bengal
A01486,2024-08-22,15:00,13.099490971926631,80.30550775423825,3,Rainy,Daylight,Market Road,Chennai,Tamil Nadu
A01487,2024-02-28,02:00,18.585365643566195,73.88833861885462,3,Fog,Daylight,Crossroad,Pune,Maharashtra
A01488,2024-07-16,04:00,22.98929389125398,72.61143518400013,2,Rainy,Daylight,Crossroad,Ahmedabad,Gujarat
A01489,2024-06-03,18:00,19.07843676509451,72.87325935480396,2,Rainy,Daylight,Highway,Mumbai,Maharashtra
A01490,2024-01-23,01:00,13.08829198755434,80.20986632009061,3,Rainy,Daylight,Ring Road,Chennai,Tamil Nadu
A01491,2024-05-03,06:00,19.10361054199316,72.83390045605462,3,Sunny,Night,Tunnel Road,Mumbai,Maharashtra
A01492,2024-11-25,08:00,18.55246722377855,73.81958926042435,3,Fog,Sunset,Curvy Road,Pune,Maharashtra
A01493,2024-05-29,15:00,12.920650961426604,77.55544545088895,2,Fog,Night,Market Road,Bengaluru,Karnataka
A01494,2024-10-14,07:00,18.529964250188847,73.85607236887851,3,Sunny,Sunset,Curvy Road,Pune,Maharashtra
A01495,2024-01-22,21:00,12.962627716719956,77.61023166873741,3,Sunny,Daylight,Tunnel Road,Bengaluru,Karnataka
A01496,2024-09-26,21:00,13.046723870247131,80.28413088799185,2,Clear,Daylight,Market Road,Chennai,Tamil Nadu
A01497,2024-01-01,01:00,22.626857699013645,88.39079198021513,3,Sunny,Daylight,Market Road,Kolkata,West Bengal
A01498,2024-01-16,14:00,13.128187493202583,80.31287722654922,2,Rainy,Daylight,Curvy Road,Chennai,Tamil Nadu
A01499,2024-07-12,16:00,13.115616639890156,80.31212419765366,3,Sunny,Daylight,Market Road,Chennai,Tamil Nadu
A01500,2024-04-08,13:00,22.591696596206198,88.43357827675788,3,Clear,Night,Market Road,Kolkata,West Bengal
A01501,2024-03-04,13:00,12.95006440356938,77.61847591437024,3,Fog,Night,Tunnel Road,Bengaluru,Karnataka
A01502,2024-03-09,14:00,22.56377197837131,88.3803314332058,3,Clear,Night,Market Road,Kolkata,West Bengal
A01503,2024-01-01,13:00,22.99901425992254,72.563752483419,3,Rainy,Daylight,Curvy Road,Ahmedabad,Gujarat
A01504,2024-07-10,15:00,23.054716825105505,72.56021795637703,3,Fog,Daylight,Tunnel Road,Ahmedabad,Gujarat
A01505,2024-04-04,22:00,26.973422070568706,75.79964071036173,2,Fog,Night,Curvy Road,Jaipur,Rajasthan
A01506,2024-05-11,11:00,26.844014789065152,81.0166616720674,2,Sunny,Night,Market Road,Lucknow,Uttar Pradesh
A01507,2024-12-12,17:00,12.901308826950446,77.57617885515351,3,Fog,Night,Highway,Bengaluru,Karnataka
A01508,2024-06-07,22:00,22.545904656871766,88.33507661325265,3,Cloudy,Night,Highway,Kolkata,West Bengal
A01509,2024-05-14,00:00,22.603126933550914,88.3701377903499,3,Rainy,Night,Market Road,Kolkata,West Bengal
A01510,2024-12-08,11:00,22.540480007814296,88.340370370891,3,Clear,Night,Curvy Road,Kolkata,West Bengal
A01511,2024-03-29,01:00,17.355500770856768,78.45137798527982,3,Sunny,Night,Ring Road,Hyderabad,Telangana
A01512,2024-06-30,12:00,13.1037581322143,80.24368626066092,3,Cloudy,Night,Crossroad,Chennai,Tamil Nadu
A01513,2024-08-18,23:00,26.880076923062244,80.96874871883139,3,Clear,Daylight,Curvy Road,Lucknow,Uttar Pradesh
A01514,2024-07-08,19:00,26.907298887914123,75.77901304514887,3,Rainy,Daylight,Highway,Jaipur,Rajasthan
A01515,2024-10-21,06:00,18.50925613936737,73.80342053259115,2,Fog,Night,Highway,Pune,Maharashtra
A01516,2024-05-20,14:00,26.82963284493132,80.90248970662743,3,Cloudy,Night,Curvy Road,Lucknow,Uttar Pradesh
A01517,2024-09-24,22:00,17.415042087306905,78.47297928793107,3,Rainy,Daylight,Curvy Road,Hyderabad,Telangana
A01518,2024-05-24,10:00,19.08121307605872,72.85217705453937,1,Rainy,Night,Tunnel Road,Mumbai,Maharashtra
A01519,2024-05-08,09:00,26.93585172564943,75.81245624432678,2,Cloudy,Daylight,Curvy Road,Jaipur,Rajasthan
A01520,2024-01-27,05:00,17.4096896577601,78.48794625521691,3,Fog,Night,Ring Road,Hyderabad,Telangana
A01521,2024-01-12,05:00,13.025832806623207,77.61120093356065,2,Cloudy,Night,Crossroad,Bengaluru,Karnataka
A01522,2024-08-26,12:00,12.955835140912264,77.60398428537916,3,Clear,Night,Crossroad,Bengaluru,Karnataka
A01523,2024-09-02,17:00,12.96730263663065,77.59967864070968,3,Fog,Night,Tunnel Road,Bengaluru,Karnataka
A01524,2024-05-23,00:00,18.538956690709337,73.91627029233045,2,Clear,Night,Curvy Road,Pune,Maharashtra
A01525,2024-09-18,12:00,28.58844627433121,77.21053128785015,3,Cloudy,Daylight,Ring Road,Delhi,Delhi
A01526,2024-09-02,15:00,23.036024370089955,72.57769058190723,3,Rainy,Daylight,Crossroad,Ahmedabad,Gujarat
A01527,2024-10-23,11:00,19.06068487034509,72.83796546976393,3,Rainy,Sunset,Crossroad,Mumbai,Maharashtra
A01528,2024-10-04,08:00,12.98594113445577,77.55141175607604,3,Fog,Daylight,Tunnel Road,Bengaluru,Karnataka
A01529,2024-01-24,23:00,28.603537537278086,77.2026240692247,3,Sunny,Daylight,Highway,Delhi,Delhi
A01530,2024-10-19,21:00,28.643535847472197,77.222776125448,3,Rainy,Night,Crossroad,Delhi,Delhi
